"","tcga.dataset","B-cells","DC","Macrophages","Exhausted CD8","T-cells","CD8 T cells","Neutrophils","Cytotoxic cells","Treg","NK CD56dim cells","Mast cells","NK cells","CD45","Th1 cells"
"TCGA.A8.A09N.01A.11R.A00Z.07","BRCA",2.48839759964418,3.72865238751464,8.15060588509589,5.02840134286439,5.54984325714778,6.31105215200637,3.34923813114428,5.40971413031426,5.22461915061804,2.7911813616614,8.14210453751091,2.60022420719319,9.17253226900512,3.40608762884421
"TCGA.A8.A0A1.01A.11R.A00Z.07","BRCA",1.27122931006241,7.27712907716839,10.3862552713689,6.21772433375249,7.13564532425019,6.90843645861339,4.44439717357059,5.90000650687696,7.85152981005873,2.26462285294011,8.62092697721446,2.56754672339372,11.0180549281435,5.39796378465105
"TCGA.AN.A049.01A.21R.A00Z.07","BRCA",2.98664412897689,5.75006735779884,9.38780298424738,4.42933983517545,5.75052910775793,5.99042361553885,3.7214591883991,5.34893738792979,6.56056670382909,1.88544224847762,5.98205601963011,2.37466480512243,9.60963678113278,3.49323741920022
"TCGA.A7.A0CE.01A.11R.A00Z.07","BRCA",2.2540606556816,5.38893034676171,7.92992344761426,4.26197584104865,4.15831762076541,6.15004997037669,4.38406907512152,5.68212077375251,6.01191600583174,1.92917701460464,5.393673546447,1.73239189201158,7.91503920495293,2.34144499095086
"TCGA.A7.A0DC.01A.11R.A00Z.07","BRCA",0.213337465983363,1.09165788300706,4.74355278849581,1.26457725724182,0.802060523734266,1.98421128991656,2.57172373575768,1.88466156438076,3.82133265703156,0.620014567306814,5.83637820136812,0.256254281808157,3.82040364786244,0.384381422712236
"TCGA.A8.A06P.01A.11R.A00Z.07","BRCA",3.45872610301268,5.08265418709572,9.46495629022555,4.13033398977716,4.7085265077615,5.19028481895377,3.67718416126283,4.55579801081467,5.76036999950872,1.65421315303228,8.65127649082252,0.713412449106304,9.40612420372866,2.4922634045669
"TCGA.A8.A079.01A.21R.A00Z.07","BRCA",3.72153916129974,3.40246010509053,9.13524599273607,4.08933778044902,4.38824161221865,5.02693705988587,3.64497523640163,3.88170192439399,5.36835978369346,1.60628410205345,5.5176804475621,1.56058370317379,8.83308425870934,2.75708727001468
"TCGA.A8.A07W.01A.11R.A00Z.07","BRCA",1.70977021888665,5.28591936976341,9.51822819320487,4.70639347451602,5.22204002284387,5.31969948695164,3.89899838199907,4.85878022780621,6.3882170955374,2.14296792555144,6.05482805020227,1.5324281097942,9.53666995568682,2.99843021541787
"TCGA.AN.A0AK.01A.21R.A00Z.07","BRCA",2.30543802876587,4.99132921447715,8.78385373805934,5.08775324734984,5.02793601877259,5.23309410009999,3.09312474533256,5.32043891822688,5.90398063232754,1.82324336450751,3.31872157481445,1.8126989100701,9.11237929548816,3.85140924984498
"TCGA.AN.A0FJ.01A.11R.A00Z.07","BRCA",1.73619887169064,4.58164981035569,7.37322137415418,4.25083550671524,5.17194328267685,5.61436917796082,2.38503930682435,5.20082842507586,4.63747113988476,2.37966141805967,3.99504324371949,1.48150891745362,8.49162705639968,3.23318248830612
"TCGA.A2.A0CZ.01A.11R.A034.07","BRCA",4.58445147767528,6.15356162602534,8.93612453380941,5.62235326127125,6.89563895344682,7.59183150467296,3.56575191941629,6.37786841867386,6.59387959545721,2.54804930839393,10.063758496846,3.29704866650708,9.95827647450832,4.06301103059796
"TCGA.A2.A0D1.01A.11R.A034.07","BRCA",1.7825161008371,2.5625587624064,6.85312687177938,4.07862644621077,3.99982823761679,5.63647201869214,2.1183611721364,4.08441017680295,6.33396750436567,1.50632230399732,2.47832691095122,1.15445206775435,6.95298347150768,2.62749011050785
"TCGA.A2.A0D2.01A.21R.A034.07","BRCA",5.15300227189218,5.83271993051789,8.89977683981948,5.88250124141475,6.7092912915852,7.39479141313616,4.33965980831379,6.89086838939146,6.57278813063771,3.25289929627108,5.43886407345036,2.65912413518292,9.82896107645248,5.17447433290289
"TCGA.A2.A0EM.01A.11R.A034.07","BRCA",1.17690492818286,3.57203273508266,7.84094093118464,4.13335494388367,3.9146144805237,5.26015165501849,3.4445796121569,3.66640749940797,3.32734245560982,1.77822650250275,7.05655773553731,1.14932502160901,8.69965122245962,1.4727996718079
"TCGA.A2.A0EO.01A.11R.A034.07","BRCA",3.89236365698753,4.39822524785888,8.4299733759182,5.01960969834381,6.3007347916325,7.0029709771794,4.08179965456706,5.73879189885294,5.92512831832105,1.9550351121935,8.28420785126271,2.47653579416418,9.69930228052543,4.00581315380433
"TCGA.A2.A0EQ.01A.11R.A034.07","BRCA",7.38016679220425,6.50299324494937,9.61582377705774,7.58698633153195,8.85713725715358,8.67690057307633,3.89667484230344,8.47219158869546,8.73397589436879,4.57271310307975,6.19576833325018,5.0292440183908,11.8344649268132,6.88637577455664
"TCGA.A2.A0ER.01A.21R.A034.07","BRCA",2.27096698242846,4.02979651865916,8.240740140819,3.84630669424934,5.0494441988766,4.9519793288574,3.47495935787141,4.0195275876712,4.48848930140445,1.11959994795209,8.80932371857658,1.19964047911906,9.31688677092796,1.89227443978534
"TCGA.A8.A08L.01A.11R.A00Z.07","BRCA",4.295298929526,5.56914781654424,9.27564927962169,6.31646346884762,7.04783448318155,7.31358988100521,3.97791578964962,7.06448131033562,7.67977494216627,3.8510838424493,5.56062711952158,3.33154655385621,10.5982154689577,5.5251543140923
"TCGA.A8.A093.01A.11R.A00Z.07","BRCA",1.11793820819913,3.40277597447181,7.94667830629964,2.88755615436268,2.23074818938827,3.92160400827133,2.92365298549177,2.91239956023757,3.72699465509783,1.50019575665109,6.10137710988257,0.851330650321351,7.1861984458934,0.726395291650452
"TCGA.A8.A09D.01A.11R.A00Z.07","BRCA",1.75225614430321,6.5077822735399,10.3075844634276,5.5567660064797,5.8212815084356,5.62053181741221,3.69750759382151,5.43114740094838,7.06754729797939,2.00332360156619,5.75875372383752,1.38825718191048,10.0321982559649,3.65854283603296
"TCGA.A8.A09R.01A.11R.A00Z.07","BRCA",2.00798659064042,4.17617633235232,9.59151421369079,5.7961923563561,5.94472380228263,6.78954060508835,4.70164732802989,5.77543383986501,6.43570526018954,2.39003031323719,5.22890118191514,2.54828752951203,10.2983998828653,4.44141043996938
"TCGA.A8.A0A9.01A.11R.A00Z.07","BRCA",0.817820757055148,3.27540668253027,9.17921617665487,4.6574396207136,5.60877360595164,6.01505493088567,3.16235544416035,4.94869861909598,5.81345542596003,1.79228146144668,6.71432550758757,1.64628053599911,9.23164288532639,3.20186906401356
"TCGA.BH.A0E7.01A.11R.A034.07","BRCA",0.528590108162325,2.81357109048258,8.0579311578813,2.51427526430337,2.00096955162166,2.39133709306707,2.79747928513948,2.4510393084864,4.10524225381157,1.42783174784177,7.74828169516914,0.51786409967229,7.65498681494526,0.897782544661417
"TCGA.BH.A0EB.01A.11R.A034.07","BRCA",3.14112719329243,3.19844636508973,9.12136991503285,5.66489619199013,6.63728514388397,7.06278224684514,4.58793326876683,5.47588950931629,7.14761502968247,2.96429263567092,6.8174041840606,2.66614887176275,10.573849472478,3.95307895261251
"TCGA.BH.A0EE.01A.11R.A034.07","BRCA",4.5901828227141,3.32515371060446,7.00468273878744,5.12666957334194,5.62576422504833,5.83543544638167,3.40713709602632,6.41316868539938,6.64986833961556,2.2489651345181,4.4052359597555,2.87364443475347,8.19582789171391,4.55008799661628
"TCGA.A1.A0SE.01A.11R.A084.07","BRCA",2.51328414062303,3.70954798406677,7.14389456199373,4.51395302139457,5.48326593730984,6.9728628877197,3.43728349432689,4.99951460174296,4.87886754438384,2.16900648050312,7.93967746512008,1.91874282250472,8.8426115135807,3.30527015524019
"TCGA.A2.A0ST.01A.12R.A084.07","BRCA",9.03761381544587,7.7844837889201,9.92507138206205,8.16771809150433,9.44292423911034,9.43409951326634,4.92643055827918,8.84373462957076,8.69866404157266,4.54658633426437,3.98878100964516,4.92200763350529,12.5845809485401,7.41272733859164
"TCGA.A2.A0SU.01A.11R.A084.07","BRCA",2.89964840194216,4.75435803602649,7.68120660222089,4.87910121850431,6.39187906594167,6.79852743415969,3.02498600056503,5.49605530236396,6.31837650042268,2.19012845436493,6.86446125373406,2.29406319268678,9.52575001692346,3.2644763800077
"TCGA.A2.A0T2.01A.11R.A084.07","BRCA",1.0787140244226,4.7464192584338,8.62632104258447,4.94002992067681,5.16826050240736,7.3529210837035,4.7820963341625,5.77548068158834,6.3839547986055,1.6742105703233,2.82172463568853,3.12176987539764,8.36056663650299,3.49237878273643
"TCGA.A2.A0T4.01A.31R.A084.07","BRCA",3.45023787662745,6.95826909746363,9.03334779996208,5.79376559302489,6.52314716798756,7.56779080059525,3.61794382898218,6.45136827647888,6.65618886411822,2.9908310826566,10.0494342366774,2.47618841929209,9.82620493243674,4.77369573233149
"TCGA.AR.A0TT.01A.31R.A084.07","BRCA",7.20858828203758,6.31674263943592,10.6159195300017,7.50576435047073,8.60750817166185,8.59292708051032,4.95972944803029,7.26415057559433,8.60246727300146,3.92561397061872,5.46460567967698,3.59812014005241,12.269648684812,7.04344840702842
"TCGA.AR.A0TV.01A.21R.A084.07","BRCA",3.7035961324772,5.3905021824756,9.47095598060668,6.19612541237595,6.85536404029845,7.60736810297887,4.0237026130203,6.60058368419996,6.61948637605555,3.65987880349749,3.93325424454735,3.45675375087026,10.4681690691772,4.90910103376804
"TCGA.B6.A0RM.01A.11R.A084.07","BRCA",1.76552808972594,2.63082033433058,7.11579585111868,3.73931326970105,4.79941776421725,4.37222233482438,3.33933794131751,3.89627135782728,4.92742716976081,1.50399083071273,8.83689788799354,0.97218915618934,8.10096608762209,2.71558591418774
"TCGA.B6.A0RN.01A.12R.A084.07","BRCA",3.12312375665488,2.22383470758091,6.46523944379303,3.91866890218133,4.51178561507747,4.97213319891934,2.87045455577361,3.63616754357474,4.990841436517,1.77145308636153,7.65817569741989,1.78412559108092,8.06993304637554,2.10094401807783
"TCGA.BH.A0DH.01A.11R.A084.07","BRCA",3.26012100428387,3.15910271087349,7.66210242746013,4.42559836612955,5.03823855312392,6.38301262340182,3.1457815729895,4.54963101443401,5.43238822743562,1.65357633586049,6.5627407739708,1.69867167012929,8.88442850182063,3.21412480535285
"TCGA.BH.A0DQ.01A.11R.A084.07","BRCA",2.43843706533952,5.56153430318544,8.76765288952325,4.51623843729822,5.14646236549017,5.99469340153905,3.66685634418219,4.81276991404467,5.10485241496874,1.69405081492881,8.66619674839146,1.86326878384043,8.90429291007704,3.32057132376655
"TCGA.AO.A0JJ.01A.11R.A056.07","BRCA",5.48226881014776,5.17607068445207,9.14168813734234,6.37083618962641,7.63415354030555,8.35262642624358,4.28489518836474,6.41987421730606,6.97952580175998,1.85583265844135,8.77685868195127,2.91939127271324,11.2804786064006,4.56598704075077
"TCGA.AO.A0JL.01A.11R.A056.07","BRCA",1.82440231016139,5.45123862304142,7.05518987705623,4.26943298781219,4.44549489254292,5.93881950444742,2.56120829626753,5.04724380533879,5.93106131629877,1.43084018132823,5.01802680332486,1.70040267263084,7.63268845556511,2.02027105298374
"TCGA.AO.A0JM.01A.21R.A056.07","BRCA",1.41271188848932,4.36501817983959,8.47828673278591,4.43522659103064,5.27306332393026,4.81598820226756,2.66577532395521,4.69568373029756,6.62929249887509,1.83259355571163,6.37869990738428,1.18036883225012,8.80086464079898,2.56120392076992
"TCGA.B6.A0IK.01A.12R.A056.07","BRCA",4.20248475775713,4.39282194867728,7.92092735756243,5.41969336360172,6.19781142636402,6.05826115319517,2.74075799279239,5.2393192860196,6.30715526161706,1.9226852272039,5.96352828632233,2.60160058920554,9.33558396656259,3.8374185301046
"TCGA.B6.A0RE.01A.11R.A056.07","BRCA",3.6461832741873,3.07827791362849,7.86834102241415,4.93029180597686,4.30108320490778,4.44773251004825,3.27930989599518,4.20670861107627,5.97269035671734,1.45515579876523,4.1515054749446,0.644831631341023,7.57032175130827,2.49316054721187
"TCGA.B6.A0RG.01A.11R.A056.07","BRCA",1.59727740943484,2.60953510016903,6.89706839986299,2.23944998423268,2.84245220109915,4.51060054710582,3.02868897937013,3.0879423054517,3.79296984742551,1.48994461440948,7.22148296825554,1.00974677376819,6.86230508104088,1.33594052850348
"TCGA.B6.A0RI.01A.11R.A056.07","BRCA",0.730230426648146,2.67580790483957,8.72460559877057,3.65452425990362,3.49369576705994,4.79841169142343,4.34025551413797,3.4333653909999,5.46035268207104,1.36968148591849,7.47306867367833,1.1881788298658,8.79886964169619,2.07888304652199
"TCGA.BH.A0AW.01A.11R.A056.07","BRCA",5.70408604349136,6.7752497732007,10.1005500810975,7.0728938902033,8.72420012282576,8.45112127174004,4.46654830132195,8.07049936098457,9.17393792201712,4.98614052675022,7.12071388050424,4.76934259373907,11.7308307658677,6.38587792732068
"TCGA.BH.A0B1.01A.12R.A056.07","BRCA",2.62422191905775,4.51914850679481,7.73917674917891,4.46468650387275,4.87091210052233,6.11018593049534,3.61398161184797,4.63833019417861,5.39635474945626,1.65768690292005,8.11943980455258,2.02178974007518,8.83616336700463,2.87456092286134
"TCGA.BH.A0B3.01A.11R.A056.07","BRCA",5.45371265798135,5.91713285809761,9.62001430256344,5.61983422015887,6.3150287986103,6.86405005955258,3.96817679728048,6.54621310797936,7.25723602169697,3.70749595119561,5.15750833977444,3.45082135259699,9.83536135892375,4.93363872879748
"TCGA.BH.A0B8.01A.21R.A056.07","BRCA",1.73505763499295,4.19535430560638,8.01682262142916,4.21088350486887,4.65844845758514,5.8985140627678,3.98389112416123,4.03097716664312,3.85748342828667,1.23249430375121,8.52644794931684,0.495001997828014,8.53384324812644,3.13847046109024
"TCGA.BH.A0BA.01A.11R.A056.07","BRCA",4.70228592499968,5.32866642986252,8.46641650970208,5.49811443075486,6.54711752664568,7.02842649653961,3.44345609792787,5.37625832899209,5.86230756099983,2.40612454800824,8.76933554997022,2.19843612789383,10.1974185825567,4.58273060912612
"TCGA.BH.A0BJ.01A.11R.A056.07","BRCA",3.06180401524454,4.76668532537717,8.48551498496144,4.96977209023666,6.17311382128418,7.27374286525338,3.03177400475902,5.69159853582547,5.23692115378657,1.81334992432567,7.47746746679997,2.33363371344502,9.6594163797391,3.93978135375538
"TCGA.BH.A0RX.01A.21R.A084.07","BRCA",6.85916874893721,7.34792625697455,9.95797483261393,7.29117158816268,8.15712255463046,8.88648553090217,5.33302813416262,8.98456631068553,8.11369476987401,4.8199179686563,5.99061613287739,4.86356231659812,11.2506248825161,6.64259905483233
"TCGA.A2.A0CT.01A.31R.A056.07","BRCA",1.08662578796948,3.05636784347137,7.85091855256659,3.28438505054215,3.33114491878196,4.85696879275848,4.06280964032399,3.90121329921557,4.5893260588084,1.08743508504096,8.81375940629172,0.945351993284349,8.05101312358672,1.6277468988104
"TCGA.A2.A0EU.01A.22R.A056.07","BRCA",1.64303047997066,4.52054157424836,7.5759069584299,4.05780247154538,4.794826152963,5.69425955447502,3.72091150984415,4.1295814772087,4.60897478834581,1.06972664692424,9.15873853163481,0.771401153396381,8.83898862779301,3.09580629977967
"TCGA.A7.A0D9.01A.31R.A056.07","BRCA",1.78820146091571,4.98947154646791,7.6815372828931,3.05723527190373,3.65696104132991,3.98773439371884,3.77263828593421,3.47400555541448,3.93411071602979,1.22186331815344,5.26385534912888,1.53450572739797,7.99443264147119,1.79501881285923
"TCGA.A8.A08O.01A.21R.A056.07","BRCA",2.98194529473226,3.64537936504933,7.6153150578173,3.47508039288099,3.93898575598424,5.03662402581744,3.01327148492538,3.55315963735309,3.87527876721788,1.0961382518694,6.50497660342368,1.46386761874576,8.42196591924883,2.1151331491158
"TCGA.A8.A0A6.01A.12R.A056.07","BRCA",5.97007695816636,5.59530340847877,9.41756912820181,6.99200963654718,7.920356506114,8.94691829608627,3.81133786274936,7.69414404390524,6.84734804883105,3.52659731109346,6.64301735384408,4.14605420388535,11.5385768164289,5.54691914750598
"TCGA.A8.A0AD.01A.11R.A056.07","BRCA",0.856060892052664,2.08490567422289,9.08808812295989,4.183721248201,3.90201811786802,4.27407180034313,4.41865446763249,3.02491735631586,5.52663225437769,1.51776313937854,7.77770945482092,0.475316455741961,10.2995048853211,1.20614306969137
"TCGA.AO.A03L.01A.41R.A056.07","BRCA",3.46359676832221,3.41868772208183,8.27176110418543,5.57301877085516,6.31180241806061,7.21270816673867,3.31798394012269,5.55241741317769,6.56874202554614,2.58258711900938,8.31789732033304,2.61685085261302,9.587316042596,4.10476437226216
"TCGA.AO.A0JA.01A.11R.A056.07","BRCA",2.44063741080013,3.7480392931454,9.26842623194177,4.90895812283422,5.8815183467178,5.92184254456267,3.96085804775467,5.0618020284332,6.8064104205732,2.13971806481514,6.65036122512136,2.08768713539147,10.0691231940013,3.73948090304327
"TCGA.AO.A0JC.01A.11R.A056.07","BRCA",10.7636325805428,8.47792422765857,9.91953214302892,8.7839680602911,10.8210485691724,10.9988448789625,4.87034269665059,9.28689304436438,9.99598982589455,3.7821006564995,9.21870544761034,5.39805694912152,14.3466955267718,7.84264199606646
"TCGA.AO.A0JD.01A.11R.A056.07","BRCA",3.20145256275498,5.0535985858524,8.48817164543912,5.0887479204746,5.89091977948373,6.25362334498867,4.06004715626726,5.435357318189,6.9943726726645,1.64970340082984,6.22150879594703,1.97226484865233,9.45294151382346,4.10258255164616
"TCGA.AO.A0JE.01A.11R.A056.07","BRCA",4.23824778060606,5.08046097825147,9.61629024328359,6.97877068122118,7.60679683376248,7.9175920275783,4.82342841436099,6.87211577491124,8.65534753487092,3.04676985377223,7.61367297744512,3.83608563544976,10.9143896919616,5.47273794688318
"TCGA.AO.A0JF.01A.11R.A056.07","BRCA",2.1396810312609,6.22340133157614,9.4845765000417,5.64863411703162,6.73486209198009,7.39264915238455,3.95232420027702,6.03033953467034,5.50963250889091,2.38915640962934,9.07507805074775,2.29767629482118,10.6145917002197,3.8909816455926
"TCGA.AO.A0JI.01A.21R.A056.07","BRCA",4.04683294766695,3.32224707127898,7.50693061498823,3.64047006142396,5.02687815431546,5.56180235013417,2.93314341918196,4.32915336226815,4.21688939314969,1.30800185731616,12.8290203488083,1.86321130584359,9.22612217952951,2.89472077214579
"TCGA.BH.A0BM.01A.11R.A056.07","BRCA",3.95817503433884,4.54666677539862,6.78166001039639,4.8089351661409,5.09672884721032,5.77804481978266,2.7131061384167,5.05920841943013,4.64348681256196,1.78946602882744,7.0656799256956,1.82790444484732,8.45663573888131,4.37470566087578
"TCGA.BH.A0C0.01A.21R.A056.07","BRCA",6.18817581888529,7.23180755217996,10.5029207851782,7.70633757745894,8.16852482514152,8.89657161380936,5.13017303183549,8.33467710323614,8.36378170980451,5.32595592994721,8.49018109279829,4.39944535248618,11.740129176779,7.1280066979317
"TCGA.BH.A0DK.01A.21R.A056.07","BRCA",5.93738951724935,6.34735212772059,9.36640341642825,6.58829466853359,8.23995788396832,8.67047131678903,4.04234460106852,7.26516328112053,8.51134706111238,4.31731329721834,7.8897062542644,4.41949858870262,11.4864010418856,6.04015818727677
"TCGA.BH.A0DP.01A.21R.A056.07","BRCA",3.63770521439069,4.61283374065086,8.70461984745631,5.54595105811362,6.27316705829435,7.77262007245922,3.91592060244292,5.7691072438167,5.85604947625123,2.22312572468842,8.49104549642757,2.07179358491548,9.79276378229967,3.83669169089486
"TCGA.BH.A0DS.01A.11R.A056.07","BRCA",4.21493545850716,5.68150320037382,9.32718473475241,5.42916478885546,6.25022378642506,7.19135226435772,3.29960057526043,6.05475727854165,5.92504996472736,1.29898747700125,5.33967112476745,2.59651946864067,9.67272657919018,4.37038052906293
"TCGA.BH.A0E0.01A.11R.A056.07","BRCA",2.8952758244266,5.23981444606448,7.31032015918284,3.3634986545753,5.5329284587094,4.50446293631156,4.33572421738625,3.84626973185981,7.30940632060899,1.66335254348009,3.83624597338869,1.59126580679542,8.61104730465033,2.94545788283326
"TCGA.BH.A0E1.01A.11R.A056.07","BRCA",1.48668135909626,3.73447815523427,8.16590955101064,3.26980334486121,3.01714821404431,3.80801801665715,2.47383541129854,3.93478843082974,3.60890384252742,1.062041479472,6.76998447939369,1.54844704437311,8.16420702470075,3.44601796699818
"TCGA.BH.A0E2.01A.11R.A056.07","BRCA",2.12264846709853,4.05997918997824,7.49417338134763,5.22442050172239,5.98370473608808,7.07872004416584,3.38140289672871,5.34968031128572,6.90584305924359,2.19402694989672,9.05009435793021,2.65194319651712,9.35674048037988,3.84235537240736
"TCGA.BH.A0GY.01A.11R.A056.07","BRCA",3.8698283305546,5.44651003353734,9.11210553821619,4.67482486213611,5.62598699163741,6.15507840278586,4.95381647975781,4.80658213614618,6.39893005472682,1.70506266111211,8.31827735263513,1.39694438875804,10.186810899207,4.0686708106651
"TCGA.BH.A0GZ.01A.11R.A056.07","BRCA",1.81403137669439,3.49696591733676,7.07654271816544,4.00886887480426,4.55009523595642,5.92583677427463,3.25106528254708,4.62093857020312,5.16110567483635,1.37370629764892,8.41551537596518,0.776292852831076,7.86100623692062,2.53423595074776
"TCGA.BH.A0H0.01A.11R.A056.07","BRCA",2.15692182964426,4.22605732184359,8.07682297859693,3.93297467519167,4.75376800820481,4.79093272444254,2.80254352297962,3.69042997966733,5.29424945984696,1.34495855875346,8.62465322966635,1.66824129572193,8.68445093525482,3.2238704264051
"TCGA.BH.A0H6.01A.21R.A056.07","BRCA",1.14302862644134,2.96449291595185,7.79702141988254,3.38954685490227,3.2428789108081,4.43998386357268,3.3339747205572,3.34143622921434,4.33433228820455,1.39228404111605,7.06965043596461,0.491083453718256,8.08037785825226,1.3907227072046
"TCGA.BH.A0H9.01A.11R.A056.07","BRCA",2.47236617115978,4.17681326038816,7.90929405066029,3.90229126813312,4.9835043225618,5.65272790475121,3.47365882705335,4.16630424893759,4.45216709573976,1.03868832821809,4.77713890705436,1.36451990634111,8.66131707414703,2.29563487347376
"TCGA.BH.A0HB.01A.11R.A056.07","BRCA",3.37383381060729,7.05036026990755,9.2167880846008,5.8594333123036,7.15422591433417,7.83189857589599,3.96346149798674,6.83605621056934,7.75461563540038,2.33261347467983,7.65407008868743,2.71099261279036,9.82309682881381,4.66619985410562
"TCGA.BH.A0HF.01A.11R.A056.07","BRCA",4.16464646677375,5.79658671629001,9.82592320623083,4.75426083378062,5.71277374001827,6.26763631850346,5.04192270039218,5.7980464491798,5.50559880520984,2.05414615922514,8.01827889772132,2.43824675660888,9.5707054091041,3.02789715243525
"TCGA.A1.A0SO.01A.22R.A084.07","BRCA",2.30391663445189,4.51299902532442,7.26156451321794,3.16441850698865,4.18894584472106,4.65817718447184,2.38303208234458,4.21681556098396,5.68360101996062,1.10232496879236,2.1336565960669,1.15597917720123,7.88060410814693,2.25848877402967
"TCGA.A1.A0SP.01A.11R.A084.07","BRCA",5.49277136052533,6.26573924189296,9.30013374692214,5.84829189231871,5.99580268415533,5.5883181009366,4.01267478618766,5.80464755122076,7.21156030567788,2.19837175529196,4.91167155030132,2.46846702878722,9.89443567130728,3.48738344303651
"TCGA.A2.A0T0.01A.22R.A084.07","BRCA",1.32189578975054,6.28944372515634,8.59854584637275,4.75561020953208,5.50345595394369,5.49902284323927,3.50218093398524,5.76021715548782,6.53651610509835,2.75128995206205,1.20941291352023,2.06814281212043,8.58010552628371,3.9464033630077
"TCGA.A2.A0T1.01A.21R.A084.07","BRCA",6.09519614551003,7.50992856417284,10.1642174677098,7.17910377287907,8.31132893697987,8.71862433280171,4.07594831282839,7.94485597961428,8.26782275423142,4.19889670415879,5.57937886095281,4.30408887446005,11.0903964967312,6.6037138683029
"TCGA.A8.A075.01A.11R.A084.07","BRCA",5.00685402664796,5.52219108123211,9.67108913071174,5.93881029311199,6.47755177308727,7.11050536746718,3.99556599913454,6.37204198371047,6.6386169183243,3.28435031356919,6.65779577793172,3.1201389059836,10.3835823709526,4.56002400709624
"TCGA.AO.A0JG.01A.31R.A084.07","BRCA",5.39994531883618,5.29634755421513,8.84708481966869,6.74095241777758,7.75424971397157,8.64879552879858,3.00269191967147,6.99554894767494,6.62164898034044,3.40768783951745,7.47182998676875,4.4611007585094,11.2651580816264,5.30581369778287
"TCGA.AR.A0TQ.01A.11R.A084.07","BRCA",5.34507904056314,6.49988842889477,9.55407393312624,6.14962983025357,7.46036122903843,7.80955527639135,3.82752428455444,6.873990889444,6.80271538837933,2.65132361419066,6.61350293358074,3.31589539196227,10.7303558379229,5.1038375016418
"TCGA.AR.A0TR.01A.11R.A084.07","BRCA",5.01717085523955,3.63133281361518,7.0662614433155,4.45828342861682,5.6146206752367,5.73946691486535,3.31188937489657,4.27332023027695,5.67780137442943,1.27077360184829,6.63450749075131,1.93390489804042,9.278207130152,2.87127197574992
"TCGA.B6.A0RL.01A.11R.A084.07","BRCA",1.01505479568298,1.21564998980462,5.99426105464415,2.60809977270683,1.55011955740148,3.90780726912647,2.49585421613396,1.07559013884784,3.49805934662471,0.882393937494042,2.96947950562255,0.258021073017136,5.80139667079131,0.387031609525704
"TCGA.B6.A0RU.01A.11R.A084.07","BRCA",1.9330252541237,5.45346916771042,7.34366840878893,5.13706222982908,4.9061547124069,5.79434102695708,2.21072459771201,4.49693774700545,5.81231338423505,1.51919492653679,4.9118832328793,2.20163075670725,8.71074479934884,3.54160156706067
"TCGA.B6.A0RV.01A.11R.A084.07","BRCA",4.72311430345199,4.96558555831408,7.9723159192498,5.51931001780822,6.76648129338941,7.67558781411104,3.14533492832749,5.92245468241042,6.30414959266641,2.05184209596946,5.94292772647554,2.41474358489901,10.0584282546646,4.37560249397709
"TCGA.BH.A0BC.01A.22R.A084.07","BRCA",3.87349192878742,4.69124802037051,9.56155658357206,5.56660215533373,6.72764533661013,7.21110760150647,3.9894923297944,5.79474332814584,7.95943575148485,2.26317125935622,6.03965457489005,1.82734681789163,9.93955159422671,4.27931528002113
"TCGA.A1.A0SK.01A.12R.A084.07","BRCA",1.70694975728467,2.56375106716848,6.70618493852218,2.97296919756076,3.40214539614256,6.02525919684009,2.17867580059941,1.94170074924787,5.21842083643362,1.23299063521985,0.743686410999552,0.745568691844661,6.26591316484275,2.98795747610041
"TCGA.A1.A0SM.01A.11R.A084.07","BRCA",2.41804535197295,2.07865652721473,8.38529758816816,3.59443023561712,3.94512113692412,4.566554801892,3.86126732584146,4.04769960687145,4.23483084033672,1.50397080039457,7.15283165015198,0.713078146790526,9.06193708798712,2.05540392049481
"TCGA.A2.A0SX.01A.12R.A084.07","BRCA",6.9393122949938,6.68942807987852,9.86999350516066,6.96110341056155,8.21070841551335,8.29885231776879,4.18819267669574,6.84814256476046,8.43998750500598,3.13939402657907,4.94714881528492,3.45570090522585,11.7978273046829,6.23229811897985
"TCGA.A2.A0SY.01A.31R.A084.07","BRCA",6.23454796295028,6.41930073925081,9.77005759706683,5.72881064111816,7.02501960785724,7.02793816880957,4.08846113774367,5.89054637151198,6.62187311925747,2.05229381382757,8.65027135955074,2.59009345547791,10.8534100726537,4.5422394741747
"TCGA.A1.A0SH.01A.11R.A084.07","BRCA",1.82769083832892,3.00198758321024,8.39741714287261,4.30931369176424,4.56982468336615,4.96031419360252,3.52961846001512,3.97133219124899,5.45690469060826,2.40528184567866,9.00177151023161,0.671183993100504,9.34747941722241,1.95947342648955
"TCGA.A1.A0SJ.01A.11R.A084.07","BRCA",3.81612460742694,5.25649564452569,8.39803732769747,4.47701973045974,5.37899574149052,6.2066110633876,4.0770596224331,4.80272701712564,4.75356709931263,1.50358589773667,6.5995164232326,1.34173612526875,8.90307473483004,2.77669358234159
"TCGA.A2.A0EN.01A.13R.A084.07","BRCA",5.39122964808391,6.64036104034275,9.84901801606235,6.72038149963163,8.233749500124,8.61505627480941,4.49960775101453,7.16046402902276,8.27792897192881,3.86878784954823,8.59501829190143,3.63607943233517,11.6944998424741,6.21556017894205
